Code Range,CCS,CCS Label
'43248-43249',69,Esophageal dilatation
'43450-43450',69,Esophageal dilatation
'43453-43453',69,Esophageal dilatation
'43460-43460',69,Esophageal dilatation
'43510-43510',69,Esophageal dilatation
'43180-43180',70,"Upper gastrointestinal endoscopy, biopsy"
'43191-43193',70,"Upper gastrointestinal endoscopy, biopsy"
'43197-43198',70,"Upper gastrointestinal endoscopy, biopsy"
'43200-43202',70,"Upper gastrointestinal endoscopy, biopsy"
'43204-43206',70,"Upper gastrointestinal endoscopy, biopsy"
'43210-43212',70,"Upper gastrointestinal endoscopy, biopsy"
'43217-43217',70,"Upper gastrointestinal endoscopy, biopsy"
'43229-43229',70,"Upper gastrointestinal endoscopy, biopsy"
'43231-43232',70,"Upper gastrointestinal endoscopy, biopsy"
'43235-43239',70,"Upper gastrointestinal endoscopy, biopsy"
'43240-43242',70,"Upper gastrointestinal endoscopy, biopsy"
'43247-43247',70,"Upper gastrointestinal endoscopy, biopsy"
'43250-43255',70,"Upper gastrointestinal endoscopy, biopsy"
'43257-43257',70,"Upper gastrointestinal endoscopy, biopsy"
'43259-43259',70,"Upper gastrointestinal endoscopy, biopsy"
'43266-43266',70,"Upper gastrointestinal endoscopy, biopsy"
'43270-43270',70,"Upper gastrointestinal endoscopy, biopsy"
'44360-44361',70,"Upper gastrointestinal endoscopy, biopsy"
'44376-44377',70,"Upper gastrointestinal endoscopy, biopsy"
'44379-44379',70,"Upper gastrointestinal endoscopy, biopsy"
'44380-44382',70,"Upper gastrointestinal endoscopy, biopsy"
'44384-44386',70,"Upper gastrointestinal endoscopy, biopsy"
'C9724-C9724',70,"Upper gastrointestinal endoscopy, biopsy"
'G6018-G6018',70,"Upper gastrointestinal endoscopy, biopsy"
'43246-43246',71,"Gastrostomy, temporary and permanent"
'43653-43653',71,"Gastrostomy, temporary and permanent"
'43762-43763',71,"Gastrostomy, temporary and permanent"
'43830-43832',71,"Gastrostomy, temporary and permanent"
'44373-44373',71,"Gastrostomy, temporary and permanent"
'49440-49440',71,"Gastrostomy, temporary and permanent"
'49450-49450',71,"Gastrostomy, temporary and permanent"
'49452-49452',71,"Gastrostomy, temporary and permanent"
'44188-44188',72,"Colostomy, temporary and permanent"
'44320-44320',72,"Colostomy, temporary and permanent"
'44322-44322',72,"Colostomy, temporary and permanent"
'44340-44340',72,"Colostomy, temporary and permanent"
'44345-44345',72,"Colostomy, temporary and permanent"
'44605-44605',72,"Colostomy, temporary and permanent"
'45563-45563',72,"Colostomy, temporary and permanent"
'45805-45805',72,"Colostomy, temporary and permanent"
'45825-45825',72,"Colostomy, temporary and permanent"
'57307-57307',72,"Colostomy, temporary and permanent"
'44015-44015',73,Ileostomy and other enterostomy
'44130-44130',73,Ileostomy and other enterostomy
'44186-44187',73,Ileostomy and other enterostomy
'44300-44300',73,Ileostomy and other enterostomy
'44310-44310',73,Ileostomy and other enterostomy
'44312-44312',73,Ileostomy and other enterostomy
'44314-44314',73,Ileostomy and other enterostomy
'44316-44316',73,Ileostomy and other enterostomy
'47802-47802',73,Ileostomy and other enterostomy
'48001-48001',73,Ileostomy and other enterostomy
'48150-48150',73,Ileostomy and other enterostomy
'48152-48154',73,Ileostomy and other enterostomy
'49441-49442',73,Ileostomy and other enterostomy
'49446-49446',73,Ileostomy and other enterostomy
'49451-49451',73,Ileostomy and other enterostomy
'43620-43622',74,"Gastrectomy, partial and total"
'43631-43634',74,"Gastrectomy, partial and total"
'43496-43496',75,Small bowel resection
'44120-44121',75,Small bowel resection
'44125-44128',75,Small bowel resection
'44132-44133',75,Small bowel resection
'44202-44203',75,Small bowel resection
'44661-44661',75,Small bowel resection
'44388-44389',76,Colonoscopy and biopsy
'44391-44392',76,Colonoscopy and biopsy
'44394-44394',76,Colonoscopy and biopsy
'44401-44408',76,Colonoscopy and biopsy
'45378-45378',76,Colonoscopy and biopsy
'45380-45382',76,Colonoscopy and biopsy
'45384-45386',76,Colonoscopy and biopsy
'45388-45389',76,Colonoscopy and biopsy
'45390-45393',76,Colonoscopy and biopsy
'45398-45398',76,Colonoscopy and biopsy
'45500-45500',76,Colonoscopy and biopsy
'45505-45505',76,Colonoscopy and biopsy
'C1749-C1749',76,Colonoscopy and biopsy
'G0105-G0105',76,Colonoscopy and biopsy
'G0121-G0121',76,Colonoscopy and biopsy
'G6019-G6019',76,Colonoscopy and biopsy
'G6020-G6020',76,Colonoscopy and biopsy
'G6024-G6024',76,Colonoscopy and biopsy
'G6025-G6025',76,Colonoscopy and biopsy
'45100-45100',77,Proctoscopy and anorectal biopsy
'45300-45300',77,Proctoscopy and anorectal biopsy
'45303-45303',77,Proctoscopy and anorectal biopsy
'45305-45305',77,Proctoscopy and anorectal biopsy
'45308-45309',77,Proctoscopy and anorectal biopsy
'45315-45315',77,Proctoscopy and anorectal biopsy
'45317-45317',77,Proctoscopy and anorectal biopsy
'45320-45321',77,Proctoscopy and anorectal biopsy
'45327-45327',77,Proctoscopy and anorectal biopsy
'45330-45331',77,Proctoscopy and anorectal biopsy
'45333-45335',77,Proctoscopy and anorectal biopsy
'45337-45338',77,Proctoscopy and anorectal biopsy
'45340-45342',77,Proctoscopy and anorectal biopsy
'45346-45347',77,Proctoscopy and anorectal biopsy
'45349-45349',77,Proctoscopy and anorectal biopsy
'45350-45350',77,Proctoscopy and anorectal biopsy
'46600-46601',77,Proctoscopy and anorectal biopsy
'46604-46604',77,Proctoscopy and anorectal biopsy
'46606-46607',77,Proctoscopy and anorectal biopsy
'46610-46612',77,Proctoscopy and anorectal biopsy
'46614-46615',77,Proctoscopy and anorectal biopsy
'G0104-G0104',77,Proctoscopy and anorectal biopsy
'G6022-G6022',77,Proctoscopy and anorectal biopsy
'G6023-G6023',77,Proctoscopy and anorectal biopsy
'G6027-G6027',77,Proctoscopy and anorectal biopsy
'G6028-G6028',77,Proctoscopy and anorectal biopsy
'S0601-S0601',77,Proctoscopy and anorectal biopsy
'44139-44139',78,Colorectal resection
'44140-44141',78,Colorectal resection
'44143-44147',78,Colorectal resection
'44150-44151',78,Colorectal resection
'44155-44158',78,Colorectal resection
'44160-44160',78,Colorectal resection
'44204-44208',78,Colorectal resection
'44210-44213',78,Colorectal resection
'45110-45114',78,Colorectal resection
'45116-45116',78,Colorectal resection
'45119-45119',78,Colorectal resection
'45120-45121',78,Colorectal resection
'45123-45123',78,Colorectal resection
'45126-45126',78,Colorectal resection
'45130-45130',78,Colorectal resection
'45135-45136',78,Colorectal resection
'45160-45160',78,Colorectal resection
'45171-45172',78,Colorectal resection
'45395-45395',78,Colorectal resection
'45397-45397',78,Colorectal resection
'45402-45402',78,Colorectal resection
'45550-45550',78,Colorectal resection
'44110-44111',79,Local excision of large intestine lesion (not endoscopic)
'44950-44950',80,Appendectomy
'44955-44955',80,Appendectomy
'44960-44960',80,Appendectomy
'44970-44970',80,Appendectomy
'44979-44979',80,Appendectomy
'46083-46083',81,Hemorrhoid procedures
'46221-46221',81,Hemorrhoid procedures
'46230-46230',81,Hemorrhoid procedures
'46250-46250',81,Hemorrhoid procedures
'46255-46255',81,Hemorrhoid procedures
'46257-46258',81,Hemorrhoid procedures
'46260-46262',81,Hemorrhoid procedures
'46320-46320',81,Hemorrhoid procedures
'46500-46500',81,Hemorrhoid procedures
'46930-46930',81,Hemorrhoid procedures
'46945-46948',81,Hemorrhoid procedures
'0397T-0397T',82,Endoscopic retrograde cannulation of pancreas (ERCP)
'43260-43265',82,Endoscopic retrograde cannulation of pancreas (ERCP)
'43273-43278',82,Endoscopic retrograde cannulation of pancreas (ERCP)
'74328-74329',82,Endoscopic retrograde cannulation of pancreas (ERCP)
'74330-74330',82,Endoscopic retrograde cannulation of pancreas (ERCP)
'47000-47001',83,Biopsy of liver
'47100-47100',83,Biopsy of liver
'47400-47400',84,Cholecystectomy and common duct exploration
'47420-47420',84,Cholecystectomy and common duct exploration
'47425-47425',84,Cholecystectomy and common duct exploration
'47460-47460',84,Cholecystectomy and common duct exploration
'47550-47550',84,Cholecystectomy and common duct exploration
'47562-47564',84,Cholecystectomy and common duct exploration
'47600-47600',84,Cholecystectomy and common duct exploration
'47605-47605',84,Cholecystectomy and common duct exploration
'47610-47610',84,Cholecystectomy and common duct exploration
'47612-47612',84,Cholecystectomy and common duct exploration
'47620-47620',84,Cholecystectomy and common duct exploration
'49491-49492',85,Inguinal and femoral hernia repair
'49495-49496',85,Inguinal and femoral hernia repair
'49500-49501',85,Inguinal and femoral hernia repair
'49505-49505',85,Inguinal and femoral hernia repair
'49507-49507',85,Inguinal and femoral hernia repair
'49520-49521',85,Inguinal and femoral hernia repair
'49525-49525',85,Inguinal and femoral hernia repair
'49550-49550',85,Inguinal and femoral hernia repair
'49553-49553',85,Inguinal and femoral hernia repair
'49555-49555',85,Inguinal and femoral hernia repair
'49557-49557',85,Inguinal and femoral hernia repair
'49650-49651',85,Inguinal and femoral hernia repair
'39503-39503',86,Other hernia repair
'39540-39541',86,Other hernia repair
'43281-43282',86,Other hernia repair
'43332-43337',86,Other hernia repair
'44346-44346',86,Other hernia repair
'49540-49540',86,Other hernia repair
'49560-49561',86,Other hernia repair
'49565-49566',86,Other hernia repair
'49568-49568',86,Other hernia repair
'49570-49570',86,Other hernia repair
'49572-49572',86,Other hernia repair
'49580-49580',86,Other hernia repair
'49582-49582',86,Other hernia repair
'49585-49585',86,Other hernia repair
'49587-49587',86,Other hernia repair
'49590-49590',86,Other hernia repair
'49600-49600',86,Other hernia repair
'49605-49606',86,Other hernia repair
'49610-49611',86,Other hernia repair
'49652-49657',86,Other hernia repair
'49659-49659',86,Other hernia repair
'55540-55540',86,Other hernia repair
'43289-43289',87,Laparoscopy
'43659-43659',87,Laparoscopy
'44238-44238',87,Laparoscopy
'45499-45499',87,Laparoscopy
'47579-47579',87,Laparoscopy
'49320-49322',87,Laparoscopy
'49324-49327',87,Laparoscopy
'49329-49329',87,Laparoscopy
'49082-49084',88,Abdominal paracentesis
'43605-43605',89,Exploratory laparotomy
'49000-49000',89,Exploratory laparotomy
'49002-49002',89,Exploratory laparotomy
'49010-49010',89,Exploratory laparotomy
'49013-49014',89,Exploratory laparotomy
'44005-44005',90,"Excision, lysis peritoneal adhesions"
'90945-90945',91,Peritoneal dialysis
'90947-90947',91,Peritoneal dialysis
'90997-90997',91,Peritoneal dialysis
'90999-90999',91,Peritoneal dialysis
'44010-44010',92,Other bowel diagnostic procedures
'44020-44020',92,Other bowel diagnostic procedures
'44025-44025',92,Other bowel diagnostic procedures
'44100-44100',92,Other bowel diagnostic procedures
'43216-43216',93,Other non-OR upper GI therapeutic procedures
'43227-43227',93,Other non-OR upper GI therapeutic procedures
'43245-43245',93,Other non-OR upper GI therapeutic procedures
'44378-44378',93,Other non-OR upper GI therapeutic procedures
'M0100-M0100',93,Other non-OR upper GI therapeutic procedures
'S2083-S2083',93,Other non-OR upper GI therapeutic procedures
'32665-32665',94,Other OR upper GI therapeutic procedures
'43020-43020',94,Other OR upper GI therapeutic procedures
'43045-43045',94,Other OR upper GI therapeutic procedures
'43100-43101',94,Other OR upper GI therapeutic procedures
'43107-43108',94,Other OR upper GI therapeutic procedures
'43112-43113',94,Other OR upper GI therapeutic procedures
'43116-43118',94,Other OR upper GI therapeutic procedures
'43121-43124',94,Other OR upper GI therapeutic procedures
'43130-43130',94,Other OR upper GI therapeutic procedures
'43135-43135',94,Other OR upper GI therapeutic procedures
'43279-43279',94,Other OR upper GI therapeutic procedures
'43280-43280',94,Other OR upper GI therapeutic procedures
'43283-43288',94,Other OR upper GI therapeutic procedures
'43300-43300',94,Other OR upper GI therapeutic procedures
'43305-43305',94,Other OR upper GI therapeutic procedures
'43310-43310',94,Other OR upper GI therapeutic procedures
'43312-43314',94,Other OR upper GI therapeutic procedures
'43320-43320',94,Other OR upper GI therapeutic procedures
'43325-43325',94,Other OR upper GI therapeutic procedures
'43327-43328',94,Other OR upper GI therapeutic procedures
'43330-43331',94,Other OR upper GI therapeutic procedures
'43338-43338',94,Other OR upper GI therapeutic procedures
'43340-43341',94,Other OR upper GI therapeutic procedures
'43351-43352',94,Other OR upper GI therapeutic procedures
'43360-43361',94,Other OR upper GI therapeutic procedures
'43405-43405',94,Other OR upper GI therapeutic procedures
'43410-43410',94,Other OR upper GI therapeutic procedures
'43415-43415',94,Other OR upper GI therapeutic procedures
'43420-43420',94,Other OR upper GI therapeutic procedures
'43425-43425',94,Other OR upper GI therapeutic procedures
'43500-43502',94,Other OR upper GI therapeutic procedures
'43520-43520',94,Other OR upper GI therapeutic procedures
'43610-43611',94,Other OR upper GI therapeutic procedures
'43635-43635',94,Other OR upper GI therapeutic procedures
'43640-43641',94,Other OR upper GI therapeutic procedures
'43647-43648',94,Other OR upper GI therapeutic procedures
'43651-43652',94,Other OR upper GI therapeutic procedures
'43800-43800',94,Other OR upper GI therapeutic procedures
'43810-43810',94,Other OR upper GI therapeutic procedures
'43820-43820',94,Other OR upper GI therapeutic procedures
'43825-43825',94,Other OR upper GI therapeutic procedures
'43840-43840',94,Other OR upper GI therapeutic procedures
'43850-43850',94,Other OR upper GI therapeutic procedures
'43855-43855',94,Other OR upper GI therapeutic procedures
'43860-43860',94,Other OR upper GI therapeutic procedures
'43865-43865',94,Other OR upper GI therapeutic procedures
'43870-43870',94,Other OR upper GI therapeutic procedures
'43880-43882',94,Other OR upper GI therapeutic procedures
'44615-44615',94,Other OR upper GI therapeutic procedures
'46924-46924',94,Other OR upper GI therapeutic procedures
'C9737-C9737',94,Other OR upper GI therapeutic procedures
'S2079-S2079',94,Other OR upper GI therapeutic procedures
'43499-43499',95,Other non-OR lower GI therapeutic procedures
'43761-43761',95,Other non-OR lower GI therapeutic procedures
'43999-43999',95,Other non-OR lower GI therapeutic procedures
'44705-44705',95,Other non-OR lower GI therapeutic procedures
'44799-44799',95,Other non-OR lower GI therapeutic procedures
'44899-44899',95,Other non-OR lower GI therapeutic procedures
'45190-45190',95,Other non-OR lower GI therapeutic procedures
'45399-45399',95,Other non-OR lower GI therapeutic procedures
'45900-45900',95,Other non-OR lower GI therapeutic procedures
'45905-45905',95,Other non-OR lower GI therapeutic procedures
'45910-45910',95,Other non-OR lower GI therapeutic procedures
'45915-45915',95,Other non-OR lower GI therapeutic procedures
'45999-45999',95,Other non-OR lower GI therapeutic procedures
'46220-46220',95,Other non-OR lower GI therapeutic procedures
'46505-46505',95,Other non-OR lower GI therapeutic procedures
'46706-46706',95,Other non-OR lower GI therapeutic procedures
'46900-46900',95,Other non-OR lower GI therapeutic procedures
'46910-46910',95,Other non-OR lower GI therapeutic procedures
'46916-46917',95,Other non-OR lower GI therapeutic procedures
'46922-46922',95,Other non-OR lower GI therapeutic procedures
'46940-46940',95,Other non-OR lower GI therapeutic procedures
'46942-46942',95,Other non-OR lower GI therapeutic procedures
'46999-46999',95,Other non-OR lower GI therapeutic procedures
'G0455-G0455',95,Other non-OR lower GI therapeutic procedures
'0184T-0184T',96,Other OR lower GI therapeutic procedures
'44021-44021',96,Other OR lower GI therapeutic procedures
'44050-44050',96,Other OR lower GI therapeutic procedures
'44055-44055',96,Other OR lower GI therapeutic procedures
'44180-44180',96,Other OR lower GI therapeutic procedures
'44227-44227',96,Other OR lower GI therapeutic procedures
'44370-44370',96,Other OR lower GI therapeutic procedures
'44372-44372',96,Other OR lower GI therapeutic procedures
'44602-44604',96,Other OR lower GI therapeutic procedures
'44620-44620',96,Other OR lower GI therapeutic procedures
'44625-44626',96,Other OR lower GI therapeutic procedures
'44640-44640',96,Other OR lower GI therapeutic procedures
'44650-44650',96,Other OR lower GI therapeutic procedures
'44660-44660',96,Other OR lower GI therapeutic procedures
'44680-44680',96,Other OR lower GI therapeutic procedures
'44700-44701',96,Other OR lower GI therapeutic procedures
'44800-44800',96,Other OR lower GI therapeutic procedures
'44820-44820',96,Other OR lower GI therapeutic procedures
'44850-44850',96,Other OR lower GI therapeutic procedures
'44900-44900',96,Other OR lower GI therapeutic procedures
'45000-45000',96,Other OR lower GI therapeutic procedures
'45005-45005',96,Other OR lower GI therapeutic procedures
'45020-45020',96,Other OR lower GI therapeutic procedures
'45108-45108',96,Other OR lower GI therapeutic procedures
'45150-45150',96,Other OR lower GI therapeutic procedures
'45400-45400',96,Other OR lower GI therapeutic procedures
'45540-45541',96,Other OR lower GI therapeutic procedures
'45562-45562',96,Other OR lower GI therapeutic procedures
'45800-45800',96,Other OR lower GI therapeutic procedures
'45820-45820',96,Other OR lower GI therapeutic procedures
'46020-46020',96,Other OR lower GI therapeutic procedures
'46030-46030',96,Other OR lower GI therapeutic procedures
'46040-46040',96,Other OR lower GI therapeutic procedures
'46045-46045',96,Other OR lower GI therapeutic procedures
'46050-46050',96,Other OR lower GI therapeutic procedures
'46060-46060',96,Other OR lower GI therapeutic procedures
'46070-46070',96,Other OR lower GI therapeutic procedures
'46080-46080',96,Other OR lower GI therapeutic procedures
'46200-46200',96,Other OR lower GI therapeutic procedures
'46270-46270',96,Other OR lower GI therapeutic procedures
'46275-46275',96,Other OR lower GI therapeutic procedures
'46280-46280',96,Other OR lower GI therapeutic procedures
'46285-46285',96,Other OR lower GI therapeutic procedures
'46288-46288',96,Other OR lower GI therapeutic procedures
'46700-46700',96,Other OR lower GI therapeutic procedures
'46705-46705',96,Other OR lower GI therapeutic procedures
'46707-46707',96,Other OR lower GI therapeutic procedures
'46710-46710',96,Other OR lower GI therapeutic procedures
'46712-46712',96,Other OR lower GI therapeutic procedures
'46715-46716',96,Other OR lower GI therapeutic procedures
'46730-46730',96,Other OR lower GI therapeutic procedures
'46735-46735',96,Other OR lower GI therapeutic procedures
'46740-46740',96,Other OR lower GI therapeutic procedures
'46742-46742',96,Other OR lower GI therapeutic procedures
'46750-46751',96,Other OR lower GI therapeutic procedures
'46753-46754',96,Other OR lower GI therapeutic procedures
'46760-46761',96,Other OR lower GI therapeutic procedures
'G6021-G6021',96,Other OR lower GI therapeutic procedures
'0355T-0355T',97,Other gastrointestinal diagnostic procedures
'45990-45990',97,Other gastrointestinal diagnostic procedures
'47543-47543',97,Other gastrointestinal diagnostic procedures
'47552-47553',97,Other gastrointestinal diagnostic procedures
'47700-47700',97,Other gastrointestinal diagnostic procedures
'48100-48100',97,Other gastrointestinal diagnostic procedures
'48102-48102',97,Other gastrointestinal diagnostic procedures
'48400-48400',97,Other gastrointestinal diagnostic procedures
'49180-49180',97,Other gastrointestinal diagnostic procedures
'49400-49400',97,Other gastrointestinal diagnostic procedures
'49424-49424',97,Other gastrointestinal diagnostic procedures
'49427-49427',97,Other gastrointestinal diagnostic procedures
'91010-91010',97,Other gastrointestinal diagnostic procedures
'91013-91013',97,Other gastrointestinal diagnostic procedures
'91020-91020',97,Other gastrointestinal diagnostic procedures
'91022-91022',97,Other gastrointestinal diagnostic procedures
'91030-91030',97,Other gastrointestinal diagnostic procedures
'91034-91035',97,Other gastrointestinal diagnostic procedures
'91037-91038',97,Other gastrointestinal diagnostic procedures
'91040-91040',97,Other gastrointestinal diagnostic procedures
'91065-91065',97,Other gastrointestinal diagnostic procedures
'91112-91112',97,Other gastrointestinal diagnostic procedures
'91117-91117',97,Other gastrointestinal diagnostic procedures
'91120-91120',97,Other gastrointestinal diagnostic procedures
'91122-91122',97,Other gastrointestinal diagnostic procedures
'91132-91133',97,Other gastrointestinal diagnostic procedures
'91200-91200',97,Other gastrointestinal diagnostic procedures
'91299-91299',97,Other gastrointestinal diagnostic procedures
'44500-44500',98,Other non-OR gastrointestinal therapeutic procedures
'45520-45520',98,Other non-OR gastrointestinal therapeutic procedures
'47133-47133',98,Other non-OR gastrointestinal therapeutic procedures
'47399-47399',98,Other non-OR gastrointestinal therapeutic procedures
'47536-47537',98,Other non-OR gastrointestinal therapeutic procedures
'47541-47541',98,Other non-OR gastrointestinal therapeutic procedures
'47999-47999',98,Other non-OR gastrointestinal therapeutic procedures
'48550-48550',98,Other non-OR gastrointestinal therapeutic procedures
'48999-48999',98,Other non-OR gastrointestinal therapeutic procedures
'49405-49407',98,Other non-OR gastrointestinal therapeutic procedures
'49411-49411',98,Other non-OR gastrointestinal therapeutic procedures
'49423-49423',98,Other non-OR gastrointestinal therapeutic procedures
'49460-49460',98,Other non-OR gastrointestinal therapeutic procedures
'49999-49999',98,Other non-OR gastrointestinal therapeutic procedures
'91110-91111',98,Other non-OR gastrointestinal therapeutic procedures
'99175-99175',98,Other non-OR gastrointestinal therapeutic procedures
'0437T-0437T',99,Other OR gastrointestinal therapeutic procedures
'44137-44137',99,Other OR gastrointestinal therapeutic procedures
'44364-44366',99,Other OR gastrointestinal therapeutic procedures
'44369-44369',99,Other OR gastrointestinal therapeutic procedures
'47010-47010',99,Other OR gastrointestinal therapeutic procedures
'47015-47015',99,Other OR gastrointestinal therapeutic procedures
'47120-47120',99,Other OR gastrointestinal therapeutic procedures
'47122-47122',99,Other OR gastrointestinal therapeutic procedures
'47125-47125',99,Other OR gastrointestinal therapeutic procedures
'47130-47130',99,Other OR gastrointestinal therapeutic procedures
'47300-47300',99,Other OR gastrointestinal therapeutic procedures
'47350-47350',99,Other OR gastrointestinal therapeutic procedures
'47360-47362',99,Other OR gastrointestinal therapeutic procedures
'47370-47371',99,Other OR gastrointestinal therapeutic procedures
'47379-47379',99,Other OR gastrointestinal therapeutic procedures
'47380-47383',99,Other OR gastrointestinal therapeutic procedures
'47480-47480',99,Other OR gastrointestinal therapeutic procedures
'47490-47490',99,Other OR gastrointestinal therapeutic procedures
'47533-47535',99,Other OR gastrointestinal therapeutic procedures
'47538-47539',99,Other OR gastrointestinal therapeutic procedures
'47540-47540',99,Other OR gastrointestinal therapeutic procedures
'47542-47542',99,Other OR gastrointestinal therapeutic procedures
'47544-47544',99,Other OR gastrointestinal therapeutic procedures
'47554-47556',99,Other OR gastrointestinal therapeutic procedures
'47570-47570',99,Other OR gastrointestinal therapeutic procedures
'47701-47701',99,Other OR gastrointestinal therapeutic procedures
'47711-47712',99,Other OR gastrointestinal therapeutic procedures
'47715-47715',99,Other OR gastrointestinal therapeutic procedures
'47720-47721',99,Other OR gastrointestinal therapeutic procedures
'47740-47741',99,Other OR gastrointestinal therapeutic procedures
'47760-47760',99,Other OR gastrointestinal therapeutic procedures
'47765-47765',99,Other OR gastrointestinal therapeutic procedures
'47780-47780',99,Other OR gastrointestinal therapeutic procedures
'47785-47785',99,Other OR gastrointestinal therapeutic procedures
'47800-47801',99,Other OR gastrointestinal therapeutic procedures
'47900-47900',99,Other OR gastrointestinal therapeutic procedures
'48000-48000',99,Other OR gastrointestinal therapeutic procedures
'48020-48020',99,Other OR gastrointestinal therapeutic procedures
'48105-48105',99,Other OR gastrointestinal therapeutic procedures
'48120-48120',99,Other OR gastrointestinal therapeutic procedures
'48140-48140',99,Other OR gastrointestinal therapeutic procedures
'48145-48146',99,Other OR gastrointestinal therapeutic procedures
'48148-48148',99,Other OR gastrointestinal therapeutic procedures
'48155-48155',99,Other OR gastrointestinal therapeutic procedures
'48500-48500',99,Other OR gastrointestinal therapeutic procedures
'48510-48510',99,Other OR gastrointestinal therapeutic procedures
'48520-48520',99,Other OR gastrointestinal therapeutic procedures
'48540-48540',99,Other OR gastrointestinal therapeutic procedures
'48545-48545',99,Other OR gastrointestinal therapeutic procedures
'48547-48548',99,Other OR gastrointestinal therapeutic procedures
'48556-48556',99,Other OR gastrointestinal therapeutic procedures
'49020-49020',99,Other OR gastrointestinal therapeutic procedures
'49040-49040',99,Other OR gastrointestinal therapeutic procedures
'49060-49060',99,Other OR gastrointestinal therapeutic procedures
'49185-49185',99,Other OR gastrointestinal therapeutic procedures
'49203-49205',99,Other OR gastrointestinal therapeutic procedures
'49215-49215',99,Other OR gastrointestinal therapeutic procedures
'49250-49250',99,Other OR gastrointestinal therapeutic procedures
'49255-49255',99,Other OR gastrointestinal therapeutic procedures
'49402-49402',99,Other OR gastrointestinal therapeutic procedures
'49412-49412',99,Other OR gastrointestinal therapeutic procedures
'49418-49419',99,Other OR gastrointestinal therapeutic procedures
'49421-49422',99,Other OR gastrointestinal therapeutic procedures
'49425-49426',99,Other OR gastrointestinal therapeutic procedures
'49428-49429',99,Other OR gastrointestinal therapeutic procedures
'49435-49436',99,Other OR gastrointestinal therapeutic procedures
'49900-49900',99,Other OR gastrointestinal therapeutic procedures
'49904-49906',99,Other OR gastrointestinal therapeutic procedures
'50551-50551',100,Endoscopy and endoscopic biopsy of the urinary tract
'50553-50553',100,Endoscopy and endoscopic biopsy of the urinary tract
'50555-50555',100,Endoscopy and endoscopic biopsy of the urinary tract
'50570-50570',100,Endoscopy and endoscopic biopsy of the urinary tract
'50574-50574',100,Endoscopy and endoscopic biopsy of the urinary tract
'50951-50951',100,Endoscopy and endoscopic biopsy of the urinary tract
'50955-50955',100,Endoscopy and endoscopic biopsy of the urinary tract
'50970-50970',100,Endoscopy and endoscopic biopsy of the urinary tract
'50974-50974',100,Endoscopy and endoscopic biopsy of the urinary tract
'52000-52000',100,Endoscopy and endoscopic biopsy of the urinary tract
'52007-52007',100,Endoscopy and endoscopic biopsy of the urinary tract
'52010-52010',100,Endoscopy and endoscopic biopsy of the urinary tract
'52204-52204',100,Endoscopy and endoscopic biopsy of the urinary tract
'52276-52276',100,Endoscopy and endoscopic biopsy of the urinary tract
'52351-52351',100,Endoscopy and endoscopic biopsy of the urinary tract
'52354-52354',100,Endoscopy and endoscopic biopsy of the urinary tract
'53200-53200',100,Endoscopy and endoscopic biopsy of the urinary tract
'C9738-C9738',100,Endoscopy and endoscopic biopsy of the urinary tract
'50561-50561',101,"Transurethral excision, drainage, or removal urinary obstruction"
'50580-50580',101,"Transurethral excision, drainage, or removal urinary obstruction"
'50957-50957',101,"Transurethral excision, drainage, or removal urinary obstruction"
'50961-50961',101,"Transurethral excision, drainage, or removal urinary obstruction"
'50976-50976',101,"Transurethral excision, drainage, or removal urinary obstruction"
'50980-50980',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52001-52001',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52214-52214',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52224-52224',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52234-52235',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52240-52240',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52300-52301',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52305-52305',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52310-52310',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52315-52315',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52320-52320',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52325-52325',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52330-52330',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52341-52346',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52352-52352',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52500-52500',101,"Transurethral excision, drainage, or removal urinary obstruction"
'52640-52640',101,"Transurethral excision, drainage, or removal urinary obstruction"
'S2070-S2070',101,"Transurethral excision, drainage, or removal urinary obstruction"
'50572-50572',102,Ureteral catheterization
'50605-50605',102,Ureteral catheterization
'50693-50695',102,Ureteral catheterization
'50947-50948',102,Ureteral catheterization
'50953-50953',102,Ureteral catheterization
'50972-50972',102,Ureteral catheterization
'52005-52005',102,Ureteral catheterization
'52332-52332',102,Ureteral catheterization
'50010-50010',103,Nephrotomy and nephrostomy
'50020-50020',103,Nephrotomy and nephrostomy
'50040-50040',103,Nephrotomy and nephrostomy
'50045-50045',103,Nephrotomy and nephrostomy
'50060-50060',103,Nephrotomy and nephrostomy
'50065-50065',103,Nephrotomy and nephrostomy
'50070-50070',103,Nephrotomy and nephrostomy
'50075-50075',103,Nephrotomy and nephrostomy
'50080-50081',103,Nephrotomy and nephrostomy
